工作名称,工作地点,工作公司,工作薪资,工作学历,工作标签,工作经验,招聘详情页链接
高级平台研发工程师,广州·天河区·高唐,网易,20-40K·16薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/38bd5c757efa4ab6331z.html
后端开发工程师（内容安全）,广州·天河区·车陂,酷狗音乐,15-30K·15薪,本科,互联网,1-3年,https://www.zhipin.com/gongsi/0f327133d869f4991nd-.html
Python开发,广州,联友科技,11-22K·14薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/64b9960a358a71450nx-09S4FQ~~.html
架构师,广州·天河区·东圃,满帮集团,20-40K·14薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/879ccc35345e3c0133172N68GA~~.html
增长后台开发,广州·番禺区·长隆,虎牙,20-40K·16薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/1e988843578a18b03n1439s~.html
Python,广州,华为技术有限公司,15-25K·14薪,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
Python,广州·越秀区·环市东,华为,15-30K·14薪,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
高级python开发（15薪+六险一金）,广州·海珠区·赤岗,明略科技,18-28K·15薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/579fa7c76f87da121XRy2tw~.html
服务端开发工程师-AI平台,广州·天河区·天河公园,金山办公软件,20-35K·14薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/3c1c53145ad9e62903Rz29U~.html
游戏服务端开发工程师,广州·黄埔区·中心城,多益网络,12-24K·15薪,本科,互联网,1-3年,https://www.zhipin.com/gongsi/0aed2b8296e46d411HB509U~.html
策略引擎研发工程师 - 直播,广州·天河区·珠江新城,字节跳动,35-60K·15薪,本科,广告营销,3-5年,https://www.zhipin.com/gongsi/4cd971707633dd5d1nV82Nq6E1Y~.html
Python开发工程师,广州·海珠区·客村,青木科技,18-35K·13薪,本科,电子商务,5-10年,https://www.zhipin.com/gongsi/0ad54882c70985481n1z2dQ~.html
资深客户端插件/工具开发 _ 广州,广州·天河区·棠下,网易游戏,30-45K·16薪,本科,游戏,3-5年,https://www.zhipin.com/gongsi/1f9c13f93a2492291XRz39S1.html
python,广州·天河区·龙口,中软国际,12-22K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
Python工程师,广州·海珠区·琶洲,Fordeal,20-40K·16薪,本科,电子商务,经验不限,https://www.zhipin.com/gongsi/5a5c0072d3fd43211nZ43d2_.html
业务安全工程师（北京）,广州,BIGO,30-40K·16薪,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/d1539fda413000a10XB-0tW6.html
资深/高级服务端开发工程师,广州·天河区·高唐,网易杭州,18-35K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/821662f4a993420c3nZ62dg~.html
python研发工程师,广州·海珠区·工业大道,上海理想,12-24K·13薪,大专,计算机软件,经验不限,https://www.zhipin.com/gongsi/f3cb5bf65b8d86d81nd609u1.html
高级Python开发工程师,广州·黄埔区·科学城,视源股份(CVTE),18-28K·13薪,本科,电子/半导体/集成电路,1-3年,https://www.zhipin.com/gongsi/f0d51e77e5f6424c1n1z3du5EFQ~.html
高级python,广州·天河区·石牌,深圳市凡厘科技有...,30-40K·13薪,本科,移动互联网,5-10年,https://www.zhipin.com/gongsi/8ac14d2593d71cc51HZ73di4Eg~~.html
资深后台开发工程师,广州·天河区·猎德,字节跳动,30-60K·15薪,本科,移动互联网,5-10年,https://www.zhipin.com/gongsi/1311d10fe26c4ee51Hd73ti0FA~~.html
爬虫开发工程师,广州,广州淘通,11-16K,本科,电子商务,3-5年,https://www.zhipin.com/gongsi/8635ad527eb4b8b71XF_0ty4.html
python老师/少儿编程/培训齐全,广州·天河区·猎德,童程童美,12-15K,本科,在线教育,经验不限,https://www.zhipin.com/gongsi/7544a0d9459ae75a1HV-2dy1.html
Python开发工程师（双休/免费班车),广州·天河区·高唐,法本,12-16K·13薪,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/95b4b47ef9141c671nd52ty_.html
车联网 Senior DevOps Engineer,广州·天河区·天河公园,Syntronic,15-19K,本科,通信/网络设备,3-5年,https://www.zhipin.com/gongsi/4237bb0a29431bc60Xdz2Ny8.html
Python开发工程师,广州·白云区·白云大道北,东莞美信,15-20K·13薪,不限,4S店/后市场,经验不限学历,https://www.zhipin.com/gongsi/128408d0e1c3192a0nxz2dy0FQ~~.html
爬虫工程师,广州·海珠区·琶洲,湛蓝科技,12-20K,大专,企业服务,经验不限,https://www.zhipin.com/gongsi/d21b4c26d1b95d5533F52dq6Ew~~.html
Python开发工程师,广州·黄埔区·科学城,杰创智能,12-20K·14薪,本科,数据服务,3-5年,https://www.zhipin.com/gongsi/cc4e01a75f95ae430HV73tS9EQ~~.html
服务端高级研发工程师-营销中台,广州·天河区·珠江新城,今日头条,25-50K·15薪,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html
高级-Python后端开发工程师,广州·海珠区·琶洲,DATATOM,15-25K,本科,数据服务,3-5年,https://www.zhipin.com/gongsi/9d0f5e7505242a461nB_09W8.html
中级python开发工程师(J10603),广州,公瑾科技,10-15K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/634abae943825f8c1H193g~~.html
爬虫工程师（实习生）,广州·天河区·珠江新城,赢商网,130-150元/天,大专,移动互联网,4天/周1个月,https://www.zhipin.com/gongsi/44b64e410b64bc111HB42tu-.html
Python爬虫工程师（双休+13薪+包吃）,广州·黄埔区·萝岗高德汇,软通动力信息技术集团,10-15K·13薪,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/564018fcde2fcd9f1nZ83N61GFU~.html
python开发,广州·天河区·天河公园,讯锡科技,9-14K·13薪,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/da61065024c9292e1nR50ti-FQ~~.html
Python研发工程师,广州·天河区·珠江新城,中孚信息,10-15K·14薪,本科,信息安全,1-3年,https://www.zhipin.com/gongsi/6c1b3053936f5c521nR90ti8Eg~~.html
Python开发工程师（技术方向）,广州·番禺区·东环,广州经传,10-15K·15薪,硕士,移动互联网,1-3年,https://www.zhipin.com/gongsi/a9fb139da780057e1XJ839m_.html
游戏开发工程师（python+可接受优秀21届）,广州·天河区·棠下,德科信息,8-13K,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/65e5c44850c7a0b21XB_39k~.html
Python程序员（小鹏汽车）,广州·天河区·小新塘,联想利泰,8-10K,大专,移动互联网,1-3年,https://www.zhipin.com/gongsi/4b52c04a84d7aced1nd92N69.html
Odoo开发工程师,广州·黄埔区·科学城,博彦科技,8-13K,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/e715aa1be4283fc21nd62tq5.html
Python开发工程师(000998),广州·天河区·龙口,乐享元游,10-15K·13薪,本科,游戏,1-3年,https://www.zhipin.com/gongsi/6d4262f270181ac31X1y3tq4.html
爬虫工程师,广州·天河区·珠江新城,无添加化妆品,10-15K,大专,电子商务,1-3年,https://www.zhipin.com/gongsi/e02d11fb509a61901HJ-2tS5.html
Technical Assistant-Python,广州·天河区·珠江新城,宝洁,8-13K·14薪,本科,物流/仓储,1-3年,https://www.zhipin.com/gongsi/b35bc1c5b3d049b31nV83ty9GQ~~.html
Python开发工程师,广州·黄埔区,赛博威,8-13K·13薪,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/cd7d45131f0f616e0nBy3N69FA~~.html
项目管理实习生,广州·海珠区·琶洲,北明软件,100-150元/天,本科,互联网,4天/周5个月,https://www.zhipin.com/gongsi/1ec1604297818ef71XV8296-.html
服务端高级研发工程师-营销中台,广州·天河区·珠江新城,今日头条,25-50K·15薪,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html
后端开发工程师,广州·天河区·珠江新城,网易,15-30K·16薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/38bd5c757efa4ab6331z.html
后端开发工程师（营收）,广州·天河区·车陂,酷狗音乐,15-30K·15薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/0f327133d869f4991nd-.html
高级 Python  架构师,广州·天河区·东圃,满帮集团,20-40K·14薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/879ccc35345e3c0133172N68GA~~.html
游戏服务端开发工程师,广州,多益网络,12-24K·15薪,不限,互联网,经验不限学历,https://www.zhipin.com/gongsi/0aed2b8296e46d411HB509U~.html
资深/高级服务端开发工程师,广州·天河区·棠下,网易游戏,20-40K·16薪,本科,游戏,3-5年,https://www.zhipin.com/gongsi/1f9c13f93a2492291XRz39S1.html
Python工程师,广州·海珠区·琶洲,Fordeal,20-35K,本科,电子商务,经验不限,https://www.zhipin.com/gongsi/5a5c0072d3fd43211nZ43d2_.html
Python开发-异地招聘（东莞/南京/西安）,广州·天河区·天河北,华为技术有限公司,15-30K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
python,广州·天河区·天河公园,华为,20-40K·14薪,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
Python爬虫工程师,广州·番禺区·番禺广场,BIGO,20-40K·15薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/d1539fda413000a10XB-0tW6.html
Python高级开发工程师,广州·番禺区·长隆,虎牙,30-60K·16薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/1e988843578a18b03n1439s~.html
python,广州·天河区·石牌,深圳市凡厘科技有...,25-35K·13薪,本科,移动互联网,5-10年,https://www.zhipin.com/gongsi/8ac14d2593d71cc51HZ73di4Eg~~.html
python开发工程师,广州·海珠区·琶洲,明略科技,15-30K·15薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/579fa7c76f87da121XRy2tw~.html
Python工具开发工程师(双休+餐补）,广州·黄埔区·萝岗高德汇,法本,11-15K,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/95b4b47ef9141c671nd52ty_.html
软件工程师（Python）,广州·白云区·白云大道,东莞美信,15-20K·13薪,不限,4S店/后市场,经验不限学历,https://www.zhipin.com/gongsi/128408d0e1c3192a0nxz2dy0FQ~~.html
python量化程序开发,广州·白云区·白云大道,万企共赢集团,10-15K,本科,培训机构,1-3年,https://www.zhipin.com/gongsi/60ea31d72e5236180XJ53tW_Eg~~.html
openstack-python工程师,广州·海珠区·工业大道,上海理想,12-24K·13薪,大专,计算机软件,3-5年,https://www.zhipin.com/gongsi/f3cb5bf65b8d86d81nd609u1.html
Python数据开发,广州·番禺区·东环,广州经传,9-14K·15薪,本科,移动互联网,1-3年,https://www.zhipin.com/gongsi/a9fb139da780057e1XJ839m_.html
上市公司/python讲师/均薪10k+,广州·海珠区·工业大道,童程童美,8-13K,本科,在线教育,经验不限,https://www.zhipin.com/gongsi/7544a0d9459ae75a1HV-2dy1.html
Python工具开发,广州·黄埔区·萝岗高德汇,博彦科技,10-15K·13薪,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/e715aa1be4283fc21nd62tq5.html
【22届校招】python开发工程师(001108),广州·天河区·龙口,乐享元游,8-12K·13薪,不限,游戏,在校/应届学历,https://www.zhipin.com/gongsi/6d4262f270181ac31X1y3tq4.html
高级/资深平台研发工程师,广州·天河区·小新塘,网易,18-35K·16薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/38bd5c757efa4ab6331z.html
游戏服务端开发工程师【不限语言】,广州·黄埔区·中心城,多益网络,12-24K·15薪,本科,互联网,经验不限,https://www.zhipin.com/gongsi/0aed2b8296e46d411HB509U~.html
爬虫工程师,广州·天河区·天河公园,网易游戏,15-22K·16薪,本科,游戏,1-3年,https://www.zhipin.com/gongsi/1f9c13f93a2492291XRz39S1.html
后端开发工程师-python,广州·天河区·东圃,满帮集团,25-50K·14薪,本科,移动互联网,5-10年,https://www.zhipin.com/gongsi/879ccc35345e3c0133172N68GA~~.html
Python,广州·越秀区·环市东,华为技术有限公司,15-25K·14薪,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
【东莞】【OD】python开发,广州·越秀区·区庄,华为,15-30K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
Python后端开发工程师,广州·天河区·车陂,酷狗音乐,12-24K·13薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/0f327133d869f4991nd-.html
Python工程师,广州·海珠区·琶洲,Fordeal,15-25K·16薪,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/5a5c0072d3fd43211nZ43d2_.html
爬虫工程师,广州·番禺区·番禺广场,BIGO,20-40K·14薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/d1539fda413000a10XB-0tW6.html
校招-算法开发工程师,广州,三维家,18-30K·13薪,硕士,移动互联网,在校/应届,https://www.zhipin.com/gongsi/e4a8f77d8c83443a1HV92to~.html
python爬虫工程师,广州·海珠区·琶洲,唯品会,25-50K,本科,互联网,5-10年,https://www.zhipin.com/gongsi/b72f700dda59df7b33B90tU~.html
自动化软件工程师,广州·黄埔区·科学城,广州呈源,11-22K,本科,医疗/护理/卫生,1-3年,https://www.zhipin.com/gongsi/c4171a7c44f3eadd1nFy3N20FlY~.html
量化开发工程师,广州·黄埔区·鱼珠,广州4399,20-40K·13薪,本科,游戏,经验不限,https://www.zhipin.com/gongsi/587b3ce915cbe51d1nxz39i8.html
python开发工程师,广州,易动网云科技,15-30K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/fa83522373f0a7df0XR82967EQ~~.html
爬虫工程师,广州·海珠区·琶洲,湛蓝科技,18-28K,大专,运营商/增值服务,3-5年,https://www.zhipin.com/gongsi/e081dd0cedd9ef5c1nJ52du_Elc~.html
软件工程师,广州·海珠区·工业大道,牧今科技,18-35K,本科,仪器仪表/工业自动化,1-3年,https://www.zhipin.com/gongsi/bd5e5cd29377134903R53t20Ew~~.html
高级Python开发工程师,广州·天河区·东圃,远晴文化,15-25K·13薪,大专,文化/体育/娱乐,3-5年,https://www.zhipin.com/gongsi/26805e4d8f20cb440Xd53d-9EA~~.html
后端系统架构工程师,广州·海珠区·官洲,文远知行,30-50K·15薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/3aff3bbd85a902901HR80ty1Fg~~.html
区块链开发主管,广州·天河区·珠江新城,信维股份,20-25K,本科,计算机硬件,3-5年,https://www.zhipin.com/gongsi/8e96e354418559bf1nB429m0Fg~~.html
后端开发工程师,广州·天河区·粤垦,Lespark,14-28K·17薪,本科,互联网,1-3年,https://www.zhipin.com/gongsi/85caf511af41e0d51nR_3Nq5GQ~~.html
全栈开发工程师,广州·黄埔区·科学城,汇专科技,15-25K,大专,机械设备/机电/重工,1-3年,https://www.zhipin.com/gongsi/047ce6af668bcf6a1Xd63N24EQ~~.html
爬虫开发工程师,广州·荔湾区·陈家祠,名创优品,15-30K,本科,其他行业,3-5年,https://www.zhipin.com/gongsi/6baa9610d47efbac1HVy0t64.html
python高级开发工程师/专家,广州·天河区·天河公园,wlaike,20-40K·15薪,本科,互联网,5-10年,https://www.zhipin.com/gongsi/ac7ae720415934151HV_2t6-Ew~~.html
资深后台工程师,广州·番禺区·大学城,探迹,25-35K,本科,互联网,5-10年,https://www.zhipin.com/gongsi/8dda792e8b6182601HR72dq5.html
Python,广州·天河区·珠江新城,诺捷,13-26K,本科,文化/体育/娱乐,1-3年,https://www.zhipin.com/gongsi/d49d4b4eb1cb6ab31H1409i-EQ~~.html
Python 数据平台开发,广州·越秀区·中山六路,兴晨电子商务,15-25K·13薪,本科,贸易/进出口,1-3年,https://www.zhipin.com/gongsi/d1cc3f62c32ede1c0HR42d21Fg~~.html
后端工程师,广州·番禺区·大学城,有米科技,12-24K·14薪,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/1bff6038f87ff7921X1z398~.html
爬虫工程师,广州,数说故事,20-30K·14薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2da27d046163a2b803N90t67.html
DevOps开发工程师,广州·黄埔区·鱼珠,成功易广州,18-25K,大专,广告营销,1-3年,https://www.zhipin.com/gongsi/739643b9ed025c5c03dz2Ni4Ew~~.html
高级游戏服务端开发工程师,广州·黄埔区·科学城,离火网络,25-35K,本科,游戏,3-5年,https://www.zhipin.com/gongsi/5b193057448cd3ce1ndy39S0F1U~.html
20W+PC端软件工程师,广州·天河区·岗顶,蜀尚实业,15-21K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/193a42ff44e6c1d81nF83Nu5GFY~.html
Python,广州·番禺区·大学城,仟语,18-25K·13薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/15580c924128a73033F83920FQ~~.html
资深服务端开发工程师,广州·天河区·天河公园,彩蛋科技,25-50K·13薪,本科,游戏,5-10年,https://www.zhipin.com/gongsi/6b35f22bae0bbdd41nZ82NS5FFQ~.html
Python开发工程师,广州·海珠区·琶洲,云米科技,13-26K·13薪,本科,智能硬件,3-5年,https://www.zhipin.com/gongsi/8c733af022e65aff1HZ80t67.html
高级python开发工程师,广州·天河区·东圃,省省回头车,18-25K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/223a7d3c5b7c15c00Hd92Q~~.html
Python开发工程师,广州·番禺区·长隆,悦谦科技,15-30K,本科,数据服务,1-3年,https://www.zhipin.com/gongsi/0e0b6287b5ed8a741HF93ty8Fw~~.html
python量化系统开发工程师,广州·白云区·白云大道,万企共赢集团,10-15K,大专,培训机构,1-3年,https://www.zhipin.com/gongsi/60ea31d72e5236180XJ53tW_Eg~~.html
Python研发工程师,广州·天河区·珠江新城,中孚信息,12-20K·14薪,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/6c1b3053936f5c521nR90ti8Eg~~.html
Python开发工程师(J10480),广州·天河区·龙口,嘉为科技,13-18K,本科,计算机服务,1-3年,https://www.zhipin.com/gongsi/f7c41892953469e81n1z3Nu_FQ~~.html
Python后端开发工程师,广州·天河区·珠江新城,华讯网络,15-20K·15薪,本科,计算机服务,3-5年,https://www.zhipin.com/gongsi/7160b3322bc6103d1nV83NW6FVM~.html
Python开发工程师,广州·番禺区·大学城,广州秒可科技有限公司,15-18K,本科,在线教育,经验不限,https://www.zhipin.com/gongsi/42715deb1589299733B42ty1EQ~~.html
